RNA	protein	label
ENST00000596312	C9K0F2	0
ENST00000519040	Q9H3D4	1
ENST00000589259	O95758-5	0
ENST00000453549	P23141	0
ENST00000664493	A0A669KA35	0
ENST00000651244	E7ENR6	0
ENST00000419899	P23511	1
ENST00000597749	P42261-4	0
ENST00000644259	Q92918-2	0
ENST00000668457	Q13155-2	0
ENST00000441949	Q15910	1
ENST00000412789	O75446	1
ENST00000471731	Q06587	1
ENST00000465795	Q15306	1
ENST00000691314	Q96C24-2	0
ENST00000542022	Q01844	1
ENST00000559615	P52747	1
ENST00000446321	O75446	1
ENST00000658712	Q8TDG4	0
ENST00000581067	Q9BY41	1
ENST00000623968	Q14139	0
ENST00000432330	O95503	1
ENST00000629221	Q99626	1
ENST00000438115	Q96GS6	0
ENST00000419080	Q08050	1
ENST00000524947	B4DYV8	0
ENST00000623565	Q13485	1
ENST00000560153	P03372	1
ENST00000522740	A0A0G2JL65	0
ENST00000689433	O43524	0
ENST00000462176	P23771	1
ENST00000419703	Q9H6I2	1
ENST00000515542	Q9UQE7	1
ENST00000659249	Q86SQ3-2	0
ENST00000520443	A0A3B3IU05	0
ENST00000444977	Q13444-8	0
ENST00000635451	P20719	1
ENST00000406213	P28347	1
ENST00000648123	Q9ULD6-4	0
ENST00000411862	P25208	1
ENST00000652815	E9PFP8	0
ENST00000555600	Q86YF9-2	0
ENST00000518049	O75362	1
ENST00000689482	Q13227	1
ENST00000421206	Q14781	1
ENST00000560963	Q9UBM4	0
ENST00000667413	M0R2G1	0
ENST00000559034	P98082-2	0
ENST00000422049	Q9Y294	1
ENST00000490920	A0A3B3IT28	0
ENST00000669555	P15927-3	0
ENST00000623515	O14503	1
ENST00000691167	Q9HD40-3	0
ENST00000478808	A0A3B3IUD7	0
ENST00000515840	P39880	1
ENST00000567491	P10275	1
ENST00000435346	Q13547	1
ENST00000451438	P42224	1
ENST00000630399	P17947	1
ENST00000663858	F8WE74	0
ENST00000432330	Q9HBE1	1
ENST00000662694	A0A1W2PQ29	0
ENST00000504297	P50553	1
ENST00000457217	P43694	1
ENST00000536217	P56270	1
ENST00000581489	O15379	1
ENST00000414995	P52943-2	0
ENST00000651104	C9JAZ1	0
ENST00000675228	H7C0R3	0
ENST00000690572	Q5VZL5-2	0
ENST00000420520	P52747	1
ENST00000537492	Q13444-8	0
ENST00000654447	Q9UBZ9	0
ENST00000686723	Q9H9Q4	0
ENST00000418966	P17542	1
ENST00000609120	A8MZH0	0
ENST00000424933	Q13952	1
ENST00000515728	P15923	1
ENST00000412751	A0A5K1VW71	0
ENST00000669420	P31249	0
ENST00000530150	P19838	1
ENST00000413960	O15232-2	0
ENST00000667866	Q7Z6B7	0
ENST00000589232	A0A0C4DG76	0
ENST00000455977	Q92908	1
ENST00000498308	Q01860	1
ENST00000558292	P61266-2	0
ENST00000455848	O14646	1
ENST00000549261	P40424	1
ENST00000442636	Q9UBN7	1
ENST00000414562	M0QXA7	0
ENST00000551152	Q9H334	1
ENST00000472120	Q15910	1
ENST00000667379	Q9BWU1	0
ENST00000442839	Q08999	1
ENST00000471357	Q9H0L4	1
ENST00000669623	A0A8I5KVN5	0
ENST00000594870	Q15306-2	0
ENST00000656525	Q9NTN3	0
ENST00000666189	Q8TC36	0
ENST00000691691	K7ELQ4	0
ENST00000445346	P17542	1
ENST00000612739	O14832-2	0
ENST00000412143	Q00613	1
ENST00000451486	F5H0S8	0
ENST00000421843	E9PMQ9	0
ENST00000542984	P23771	1
ENST00000421735	A0A1B0GW68	0
ENST00000450640	P49959	1
ENST00000413339	P23511	1
ENST00000534036	Q9UBN7	1
ENST00000505712	Q9H2X3-3	0
ENST00000462717	Q15561	1
ENST00000561318	P38398	1
ENST00000413202	A0A7P0T8S8	0
ENST00000612282	A0A0C4DGF9	0
ENST00000563759	Q16621	1
ENST00000652659	Q92831	0
ENST00000462717	Q15717	1
ENST00000381010	P22626	1
ENST00000616960	A0A494BZU9	0
ENST00000547006	Q9BYM8	1
ENST00000588655	P04053-2	0
ENST00000624728	O75569	0
ENST00000649040	A0A2R8Y2F6	0
ENST00000685557	Q8NCX0-2	0
ENST00000505748	Q6P1L6-2	0
ENST00000659504	Q9BRL7-3	0
ENST00000651424	Q9H300	0
ENST00000473798	P08047	1
ENST00000519364	Q6UXH9	0
ENST00000449270	P19838	1
ENST00000653309	A0A7P0T8J8	0
ENST00000500163	P10275	1
ENST00000532454	P10275	1
ENST00000414562	P40426	1
ENST00000550747	A4D1B5-3	0
ENST00000690935	P26196	1
ENST00000419679	P32243	1
ENST00000635390	Q16656	1
ENST00000414969	Q9BZC1	1
ENST00000566054	Q9BYV9	1
ENST00000490351	Q96ST3	1
ENST00000577055	Q15619	0
ENST00000620523	Q9HD43-3	0
ENST00000578500	Q6ZT89	0
ENST00000596923	Q96AG3-3	0
ENST00000473798	P10244	1
ENST00000456198	Q99626	1
ENST00000653380	Q15291	1
ENST00000414547	Q9C0J8	1
ENST00000412751	A0A7P0T9G2	0
ENST00000660343	P19404	0
ENST00000593581	O95639	1
ENST00000413103	Q6ZUA9	0
ENST00000688146	Q9UL03-3	0
ENST00000437113	P35659	1
ENST00000547762	B2RXH4	0
ENST00000430692	P41235	1
ENST00000417591	Q8N7W2	0
ENST00000456026	Q9H3D4	1
ENST00000667767	A0A2R8Y3M9	0
ENST00000650499	A0A494C0G5	0
ENST00000565061	Q5FWF4-4	0
ENST00000414407	O75152	1
ENST00000602322	Q9NQB0	1
ENST00000527518	Q15648	1
ENST00000579474	P10071	1
ENST00000606915	Q9NZI5	1
ENST00000422761	O43524	1
ENST00000659226	P52747	1
ENST00000626852	Q14814-3	0
ENST00000663730	A0A0C4DFL8	0
ENST00000418848	Q8WVM7	1
ENST00000515627	Q9UBN7	1
ENST00000567374	O60216	1
ENST00000660574	P57071-5	0
ENST00000504297	P41235	1
ENST00000525678	P40763	1
ENST00000519040	P40426	1
ENST00000419852	P04150	1
ENST00000685416	Q92851-3	0
ENST00000482019	Q05195	1
ENST00000415386	P06401	1
ENST00000617142	A0A7I2V2M5	0
ENST00000652754	Q9BRP1	0
ENST00000638682	P38398	1
ENST00000688856	P23560-4	0
ENST00000693282	Q9Y5Y0	0
ENST00000501071	P17861	1
ENST00000665254	P20700	1
ENST00000572046	A0A0U1RQQ4	0
ENST00000655017	Q92754	1
ENST00000660232	Q15910	1
ENST00000326734	Q15291	1
ENST00000652677	Q96T25	0
ENST00000667693	A0A7I2ST14	0
ENST00000669984	G8JLH9	0
ENST00000619032	O00712-4	0
ENST00000563843	O95696	1
ENST00000563807	P20290	1
ENST00000651670	Q13127	1
ENST00000513023	Q8NGL2	0
ENST00000508616	Q96SR6	0
ENST00000462168	P49711	1
ENST00000427551	P33240	1
ENST00000568310	P35372-14	0
ENST00000653250	P98172	0
ENST00000605833	Q14765	1
ENST00000536217	Q8TF68	1
ENST00000458168	Q9NQB0	1
ENST00000592125	O75030-8	0
ENST00000515356	Q96N46	0
ENST00000424021	P33260	0
ENST00000653829	A0A2R8Y5N5	0
ENST00000520323	Q9Y5Q3	1
ENST00000662606	Q3KQU3-3	0
ENST00000519929	Q03060	1
ENST00000582518	Q99583	1
ENST00000453902	P55085	1
ENST00000661365	Q5VZR2-2	0
ENST00000423274	O95503	1
ENST00000414074	Q96S55	1
ENST00000482368	J3KP30	0
ENST00000660811	Q92993-3	0
ENST00000509798	P48431	1
ENST00000666755	X6R5A3	0
ENST00000607571	O95104-2	0
ENST00000425296	P15407	1
ENST00000625155	A0A3B3IUD7	0
ENST00000655815	A0A286YFJ4	0
ENST00000508291	P17014	1
ENST00000454977	P11831	1
ENST00000623454	H7C075	0
ENST00000456198	P29375	1
ENST00000431759	A6NEC2	0
ENST00000654609	Q8WU08-3	0
ENST00000563280	O15371	1
ENST00000438318	P17029	1
ENST00000519726	P06400	1
ENST00000417695	Q9H334	1
ENST00000627071	P43699	1
ENST00000578829	A0A087WVT3	0
ENST00000692478	A0A286YF26	0
ENST00000685063	P48751-2	0
ENST00000655847	A0A0C4DGB1	0
ENST00000626439	Q9Y5J3	1
ENST00000553102	Q9BRP1	0
ENST00000444217	Q02078	1
ENST00000417910	O75352	0
ENST00000422483	P48431	1
ENST00000667379	Q96LA9	0
ENST00000688979	P15586-2	0
ENST00000585258	Q04206	1
ENST00000506601	P49716	1
ENST00000440889	H3BS25	0
ENST00000592565	A6NKM8	0
ENST00000653650	Q92802-2	0
ENST00000596669	P23945	0
ENST00000667021	Q8IXI2-2	0
ENST00000648175	Q9HD43-2	0
ENST00000457171	Q13886	1
ENST00000652251	Q9NPG3	1
ENST00000434117	B0QYW5	0
ENST00000439145	O14503	1
ENST00000606277	Q13148	1
ENST00000685142	H0Y6I6	0
ENST00000448117	P12980	1
ENST00000528869	P03372	1
ENST00000670724	E9PD53	0
ENST00000655977	B7Z524	0
ENST00000519726	P04150	1
ENST00000569288	Q92858	1
ENST00000653765	Q6UXM1-2	0
ENST00000512310	P29375	1
ENST00000592748	Q13564	0
ENST00000666384	P07942	0
ENST00000628055	Q6DKK2	0
ENST00000562866	O15350	1
ENST00000656035	O95391	0
ENST00000446058	P11308	1
ENST00000511846	Q9Y5K5	1
ENST00000667769	O14893-2	0
ENST00000422086	P06401	1
ENST00000693295	A0A7P0T9Q0	0
ENST00000554029	Q96C74	0
ENST00000655996	A0A0S2Z4Q7	0
ENST00000505196	Q8N6N2	0
ENST00000600941	P51532	1
ENST00000517854	O75925	1
ENST00000445873	P05412	1
ENST00000665521	O75648-2	0
ENST00000658474	P48382	1
ENST00000669682	O94953	0
ENST00000415252	Q8TCT6	1
ENST00000615146	P36402-9	0
ENST00000671497	Q8NGB6	0
ENST00000688479	Q03431	0
ENST00000557527	P35659	1
ENST00000520068	Q9NRZ9-7	0
ENST00000650447	Q8IY22-2	0
ENST00000629022	P27448	0
ENST00000513681	Q96S55	1
ENST00000618820	Q9P055	0
ENST00000412244	P56545	1
ENST00000582106	P42229	1
ENST00000434792	P15884	1
ENST00000654818	P31271	1
ENST00000426643	Q96CQ1	0
ENST00000607350	F5H1T6	0
ENST00000582249	Q8N5C1	0
ENST00000662733	Q92800	1
ENST00000687431	A0A3B3IRY8	0
ENST00000563184	Q92908	1
ENST00000533992	P41235	1
ENST00000435492	O60907	1
ENST00000451545	Q9H1H9-3	0
ENST00000453121	Q15797	1
ENST00000451410	P27540	1
ENST00000650020	Q9HC38-2	0
ENST00000501499	O15350	1
ENST00000540490	A0A2R8YET2	0
ENST00000657469	P56270	1
ENST00000585822	O75446	1
ENST00000642715	Q9UBM8-2	0
ENST00000665955	Q7L5Y6	0
ENST00000432488	Q08050	1
ENST00000505700	Q13485	1
ENST00000665476	Q15022	1
ENST00000509360	Q9P2N4-2	0
ENST00000661287	P35372-12	0
ENST00000663304	Q5SXM1	0
ENST00000583643	Q13398-2	0
ENST00000625832	H0YH15	0
ENST00000665762	Q9Y4E1-5	0
ENST00000655092	E5RFP5	0
ENST00000662269	Q9NWD8	0
ENST00000622201	G3XAJ6	0
ENST00000445873	P11161	1
ENST00000451126	P17735	1
ENST00000684850	Q6IQ55-2	0
ENST00000532553	Q6P1X6	0
ENST00000684823	C9JR56	0
ENST00000453470	Q01860	1
ENST00000457217	Q14781	1
ENST00000655629	P34913-3	0
ENST00000455609	Q15561	1
ENST00000480284	P20719	1
ENST00000422946	P18074	1
ENST00000653143	H7BYX6	0
ENST00000667693	A0A7I2RLJ8	0
ENST00000419881	A0A6I8PU16	0
ENST00000522123	A0A140T9D8	0
ENST00000549710	Q9BW11	0
ENST00000433182	Q02078	1
ENST00000415652	Q9HC52	1
ENST00000686481	Q9BTC8	1
ENST00000662388	H7C2E2	0
ENST00000425887	P17181	0
ENST00000557799	P42224	1
ENST00000458063	Q9UH73	1
ENST00000447019	C9J0A8	0
ENST00000429007	P49959	1
ENST00000313737	P20719	1
ENST00000689232	Q14106-2	0
ENST00000648137	Q9H0V9	0
ENST00000492461	P41161	1
ENST00000586474	Q13886	1
ENST00000670414	A0A0A0MTP9	0
ENST00000689247	A0A1B0GTH8	0
ENST00000533046	P54198	1
ENST00000657220	A0A6Q8PHH0	0
ENST00000690475	Q9H2M3	0
ENST00000424211	P19793	1
ENST00000692099	O75882	0
ENST00000456633	P15408	1
ENST00000422086	P22736	1
ENST00000635124	Q96PE3	0
ENST00000517854	P50549	1
ENST00000644021	Q8IZV5	0
ENST00000429070	P17542	1
ENST00000431347	Q96S55	1
ENST00000505776	O43474	1
ENST00000552026	P31274	1
ENST00000451496	Q92922	1
ENST00000444039	P17947	1
ENST00000444956	Q13886	1
ENST00000653566	Q9H6S1-5	0
ENST00000623695	Q8IVT5-4	0
ENST00000521403	P49711	1
ENST00000442403	A0A0G2JIW6	0
ENST00000443783	Q8N6T7	1
ENST00000572353	Q9HD23-2	0
ENST00000428732	P10275	1
ENST00000601383	A0A494C060	0
ENST00000671099	F5H6V7	0
ENST00000631830	A0A1B0GUF4	0
ENST00000444721	P38398	1
ENST00000645062	Q86WI3-6	0
ENST00000553732	O14647	1
ENST00000442478	P27540	1
ENST00000691125	A0A0J9YWB6	0
ENST00000431401	P24468	1
ENST00000619912	P22223-2	0
ENST00000433105	Q9ULJ6	1
ENST00000420777	P17676	1
ENST00000422527	P25490	1
ENST00000503367	Q16656	1
ENST00000412944	P61266	0
ENST00000691617	K7ELY8	0
ENST00000668602	E9PS97	0
ENST00000421894	P19447	1
ENST00000670489	Q92908	1
ENST00000490920	A0A1B0GVH4	0
ENST00000688254	Q9UJY5-2	0
ENST00000588092	Q8WXW3	0
ENST00000630920	P50539	1
ENST00000582965	P15408	1
ENST00000558797	O60548	1
ENST00000608206	Q00613	1
ENST00000658934	P52757-9	0
ENST00000519140	P10071	1
ENST00000428828	P50539	1
ENST00000453902	P42224	1
ENST00000442941	P15976	1
ENST00000465880	Q9P0N9-4	0
ENST00000412143	P51532	1
ENST00000669452	A0A1W2PP51	0
ENST00000561473	Q8N6Y2-2	0
ENST00000513758	Q32MQ0	1
ENST00000453549	O94983	1
ENST00000657033	E9PBP8	0
ENST00000429567	A6ND48	0
ENST00000668179	O95365	1
ENST00000661127	Q9H553-2	0
ENST00000670484	C9J2C4	0
ENST00000665248	O94788	0
ENST00000651914	Q6IEE8-2	0
ENST00000482019	P28347	1
ENST00000441672	O14646	1
ENST00000443854	O15178	1
ENST00000492725	P17535	1
ENST00000690494	A0A7P0T9I4	0
ENST00000562031	P61296	1
ENST00000491676	P10914	1
ENST00000657212	A0A8I5KUG0	0
ENST00000670889	H7C174	0
ENST00000658474	P11308	1
ENST00000545526	O14646	1
ENST00000440874	P61964	1
ENST00000690839	A0A804HKD9	0
ENST00000688121	O95497	0
ENST00000569603	P05412	1
ENST00000660899	P10275	1
ENST00000419745	P17275	1
ENST00000445039	P35269	1
ENST00000649739	Q9BYJ4-2	0
ENST00000623356	K7ERX2	0
ENST00000427173	Q9H6I2	1
ENST00000656474	P62993	0
ENST00000571890	P15923	1
ENST00000668859	A6NC57-2	0
ENST00000568270	Q9Y261	1
ENST00000513288	A0A140T9G8	0
ENST00000441544	F8WAQ1	0
ENST00000451340	P23771	1
ENST00000465466	O75475	1
ENST00000621255	A0A0A0MSB4	0
ENST00000588275	Q9UBN7	1
ENST00000657269	Q5T5Y3-3	0
ENST00000607781	P26599	1
ENST00000428918	P19419	1
ENST00000424026	O14978	1
ENST00000624804	I3L300	0
ENST00000426991	O00567	1
ENST00000608206	Q86T24	1
ENST00000569603	P55055	1
ENST00000521061	P17025-2	0
ENST00000655209	O14669	0
ENST00000446979	O15371	1
ENST00000508291	Q6ZN18	1
ENST00000526616	Q99541	0
ENST00000689670	Q14749	0
ENST00000585520	P35659	1
ENST00000602361	P52756	1
ENST00000659655	E9PLR4	0
ENST00000505537	Q96MI6	0
ENST00000569288	Q15648	1
ENST00000663861	Q8NCP5-2	0
ENST00000419703	Q92731	1
ENST00000422510	Q15853	1
ENST00000442839	O00425	1
ENST00000507997	Q9H2P0	1
ENST00000436872	P56270	1
ENST00000581067	Q13761	1
ENST00000505518	P52747	1
ENST00000615826	Q15059	1
ENST00000575126	Q96KS0	1
ENST00000666886	A0A087X1W7	0
ENST00000433569	F2Z2L2	0
ENST00000671205	Q96EI5	0
ENST00000614596	P37275	1
ENST00000523935	G3V5Y3	0
ENST00000557232	Q9H9S0	1
ENST00000486906	P51805	0
ENST00000445982	P05549	1
ENST00000685797	A0A804HJR8	0
ENST00000506196	Q14934	1
ENST00000431407	P25490	1
ENST00000451766	H0Y4R8	0
ENST00000443801	P35659	1
ENST00000507950	O00482	1
ENST00000617063	Q15136	0
ENST00000552663	Q9NPG3	1
ENST00000424191	P55196-3	0
ENST00000445350	O60216	1
ENST00000525142	A0A1B0GVZ0	0
ENST00000524359	O75665	0
ENST00000511916	Q96PB7-3	0
ENST00000509185	P17029	1
ENST00000504578	P48552	1
ENST00000447529	P04053-2	0
ENST00000626300	Q8TF68	1
ENST00000623846	B4E2Q0	0
ENST00000591501	P33076	1
ENST00000667713	P35556-2	0
ENST00000554071	Q96ST3	1
ENST00000485218	P16220	1
ENST00000671237	Q8TC21-2	0
ENST00000559615	Q96ST3	1
ENST00000685916	H0Y5G8	0
ENST00000561557	P35227	1
ENST00000603064	P51610	1
ENST00000661424	Q9Y275-2	0
ENST00000656134	Q9BX10-2	0
ENST00000611452	Q9BZL4	0
ENST00000658829	A0A8I5KU22	0
ENST00000630726	Q1X8D7-3	0
ENST00000665116	H7BXT4	0
ENST00000670766	A6NNF4	0
ENST00000514459	Q13547	1
ENST00000666689	I3L0S0	0
ENST00000446979	Q9UJU2	1
ENST00000447209	Q9UJA5-3	0
ENST00000518049	Q15561	1
ENST00000517773	Q9NW82	0
ENST00000444986	P14316	1
ENST00000568270	P29323-2	0
ENST00000671145	Q9NTW7	0
ENST00000504436	Q14151	1
ENST00000442839	P55317	1
ENST00000563843	Q8WVM7	1
ENST00000462180	Q99496	1
ENST00000552541	P39656-2	0
ENST00000523627	O95760	0
ENST00000665068	Q15022	1
ENST00000664303	Q13332-3	0
ENST00000582301	P51854-4	0
ENST00000693242	D6RC63	0
ENST00000449282	Q8N8V4	0
ENST00000423486	Q8IX90	0
ENST00000668524	A0A0A0MSC6	0
ENST00000521073	Q16656	1
ENST00000530583	Q00613	1
ENST00000559520	Q92769	1
ENST00000509924	P24468	1
ENST00000514376	P38398	1
ENST00000429007	P31483	1
ENST00000670481	A0A7I2V2W9	0
ENST00000585832	Q8TAQ2	1
ENST00000629221	P17947	1
ENST00000424650	Q13950	1
ENST00000508851	P18146	1
ENST00000441841	P19419	1
ENST00000412405	Q9BX66-10	0
ENST00000431558	Q96ST3	1
ENST00000420149	A6NHZ5	0
ENST00000565120	P85037	1
ENST00000557350	Q05195	1
ENST00000649337	Q6PIS1-5	0
ENST00000607590	P13765	0
ENST00000662828	O43426-4	0
ENST00000484721	H7C2T8	0
ENST00000641056	P16615-2	0
ENST00000654157	Q5T0Q6	0
ENST00000376800	G3XAN4	0
ENST00000582965	P15976	1
ENST00000445180	O75461	1
ENST00000433378	Q9UH73	1
ENST00000667267	Q9UGL1	1
ENST00000558797	P19419	1
ENST00000449270	Q03060	1
ENST00000602425	Q9UL18	1
ENST00000626286	P56270	1
ENST00000656233	Q96I27-2	0
ENST00000432697	O95644	1
ENST00000690910	Q86VQ6	0
ENST00000511846	Q92908	1
ENST00000452050	Q5JVG8-2	0
ENST00000620300	A0A087WVY3	0
ENST00000421387	Q99081	1
ENST00000623117	O95365	1
ENST00000430666	P48382	1
ENST00000593486	E9PIX1	0
ENST00000655335	P20700	1
ENST00000521608	Q02297-11	0
ENST00000596585	Q9BYV9	1
ENST00000491962	Q49AJ0-4	0
ENST00000662783	A0A6Q8PEZ9	0
ENST00000445107	P49711	1
ENST00000425094	Q99496	1
ENST00000507298	Q04206	1
ENST00000555539	P11308	1
ENST00000687209	Q15746-9	0
ENST00000689760	Q96AE7	0
ENST00000560815	Q96EK2-4	0
ENST00000506601	Q16665	1
ENST00000662013	Q9UHI5-3	0
ENST00000559520	P38398	1
ENST00000471921	P17947	1
ENST00000559520	Q15291	1
ENST00000512115	P01100	1
ENST00000552663	O43809	1
ENST00000637275	Q8N7H5-3	0
ENST00000447949	H3BPF7	0
ENST00000435037	Q8N196	1
ENST00000408887	P49639	1
ENST00000665631	Q9Y2J0-2	0
ENST00000625410	A0A087WXA3	0
ENST00000657433	A0A087WW20	0
ENST00000436418	Q6Q6R5	0
ENST00000414562	Q16621	1
ENST00000562031	Q15910	1
ENST00000454780	C9IZN7	0
ENST00000505908	P35637	1
ENST00000669247	A0A669KAX4	0
ENST00000634357	P20749	1
ENST00000653808	O94964-4	0
ENST00000663622	Q8N264	0
ENST00000641765	Q96NX9-4	0
ENST00000398777	P51825-2	0
ENST00000555539	Q9BZK7	1
ENST00000507950	O95238	1
ENST00000456633	P43694	1
ENST00000542449	Q8WVM7	1
ENST00000525706	Q9UJU2	1
ENST00000650620	P51178	0
ENST00000624807	P07358	0
ENST00000660516	Q9H2T7	0
ENST00000433534	H3BN64	0
ENST00000429254	Q9H707	1
ENST00000603514	Q14934	1
ENST00000423033	Q15291	1
ENST00000445865	Q9H9S0	1
ENST00000426358	O94983	1
ENST00000422994	P31274	1
ENST00000669965	Q9BWU1	0
ENST00000609087	Q15022	1
ENST00000497774	A0A0A0MRX7	0
ENST00000436329	P55317	1
ENST00000425385	H0Y7Y5	0
ENST00000663494	Q96CS7	0
ENST00000663789	Q00056	1
ENST00000563632	P32243	1
ENST00000453347	P38398	1
ENST00000660894	Q99549	0
ENST00000629116	Q5VZL5-2	0
ENST00000659971	Q6UXM1-2	0
ENST00000433952	P03372	1
ENST00000534287	Q14790-8	0
ENST00000653708	Q96QE2	0
ENST00000579713	P22415	1
ENST00000526642	P85037	1
ENST00000511213	P35712-2	0
ENST00000663622	A0A494C045	0
ENST00000442889	P09630	1
ENST00000422971	P38919	1
ENST00000561916	P35659	1
ENST00000659848	A0A804HJS7	0
ENST00000615826	Q15022	1
ENST00000446404	Q5RHP9-3	0
ENST00000434792	P09630	1
ENST00000614119	Q03431	0
ENST00000452962	P48552	1
ENST00000665488	Q8N4B1	0
ENST00000456187	Q12824	1
ENST00000667471	Q6NUN7-2	0
ENST00000659503	Q02297-11	0
ENST00000506460	Q9UJU2	1
ENST00000670639	Q96KN7-2	0
ENST00000692617	Q9P218-2	0
ENST00000660421	Q49A88-4	0
ENST00000667747	D6RBU4	0
ENST00000623117	P55316	1
ENST00000659587	P51168	0
ENST00000588842	Q9BRJ7	0
ENST00000437979	Q13370-2	0
ENST00000428794	P08047	1
ENST00000420777	P10070	1
ENST00000419993	H0YFX2	0
ENST00000366408	Q9NZC4	1
ENST00000503691	O43474	1
ENST00000607097	Q9NQB0	1
ENST00000659931	P13631	1
ENST00000436848	A0A1W2PQG9	0
ENST00000551152	P48382	1
ENST00000564560	H7C1V3	0
ENST00000426157	A0A1B0GUF4	0
ENST00000391707	Q15022	1
ENST00000614596	Q96S55	1
ENST00000621680	Q8N9N5-6	0
ENST00000629374	H7C5R5	0
ENST00000592274	Q8TAQ2	1
ENST00000635451	Q8N196	1
ENST00000582106	P29590	1
ENST00000465249	Q9UGH3-2	0
ENST00000550506	P23771	1
ENST00000447565	Q13227	1
ENST00000451340	Q9UQE7	1
ENST00000542980	P31271	1
ENST00000655209	Q99856	1
ENST00000676309	Q9BY31	0
ENST00000686492	O60551	0
ENST00000686698	Q5VU92	0
ENST00000420272	Q9NVX0-3	0
ENST00000547554	Q92769	1
ENST00000533531	Q8TAQ2	1
ENST00000608135	A0A140T9M8	0
ENST00000417039	P30988-1	0
ENST00000530583	Q02446	1
ENST00000454178	Q15291	1
ENST00000538041	Q99496	1
ENST00000428706	E9PKK4	0
ENST00000668278	Q96SY0	0
ENST00000445039	P17676	1
ENST00000430666	P33076	1
ENST00000454321	O43463-2	0
ENST00000663543	P01106	1
ENST00000415842	Q6UWR7	0
ENST00000484428	P51168	0
ENST00000631088	P42694	0
ENST00000689176	A0A494C1G5	0
ENST00000412781	P04637	1
ENST00000526327	Q96CW5	0
ENST00000668189	Q9HCB6	0
ENST00000604200	Q13285	1
ENST00000567544	P28698	1
ENST00000624795	O15165-2	0
ENST00000656064	Q7Z6E1	0
ENST00000483843	O95936	1
ENST00000669599	Q9NVX0-3	0
ENST00000457385	Q13761	1
ENST00000445107	P43694	1
ENST00000663057	A0A6Q8PFA6	0
ENST00000605833	P40763	1
ENST00000670159	P27816-5	0
ENST00000521487	P24468	1
ENST00000631265	Q5BJE1-2	0
ENST00000592274	P49336	1
ENST00000506460	Q14839	1
ENST00000508936	P43699	1
ENST00000428272	Q13952	1
ENST00000514241	O60216	1
ENST00000480284	Q9UBN7	1
ENST00000668493	P49815-4	0
ENST00000514381	Q7Z591-7	0
ENST00000449023	P68400	1
ENST00000520496	P48200-2	0
ENST00000591379	Q13588	0
ENST00000565283	P10070	1
ENST00000319701	Q9UQE7	1
ENST00000417695	Q16656	1
ENST00000559909	P07910	1
ENST00000422971	Q92922	1
ENST00000445039	P50549	1
ENST00000420537	Q01892	1
ENST00000547882	Q6UXZ0-2	0
ENST00000428936	P19419	1
ENST00000446979	Q9H3D4	1
ENST00000642191	Q8IX01	0
ENST00000663470	E9PJQ3	0
ENST00000664904	A0A2R8YDP5	0
ENST00000668093	A0A8I5KTZ3	0
ENST00000670627	P05108-2	0
ENST00000442941	P25490	1
ENST00000667021	Q53SF7-2	0
ENST00000662223	B0QZ18	0
ENST00000563632	P29590	1
ENST00000428419	P50539	1
ENST00000526089	P10071	1
ENST00000408886	O75030	1
ENST00000418612	P55317	1
ENST00000628301	Q03112-3	0
ENST00000657281	G3V4Q6	0
ENST00000425454	O43889	1
ENST00000456280	P51532	1
ENST00000444042	Q9UKL0	1
ENST00000617758	Q15047	1
ENST00000438677	P10071	1
ENST00000650825	M0R2J8-2	0
ENST00000454269	Q969Q5	0
ENST00000313737	Q99687	1
ENST00000440971	Q5VWT5-2	0
ENST00000584331	Q5VU43-2	0
ENST00000504048	Q9Y210	0
ENST00000454968	P23743-3	0
ENST00000613868	P10244	1
ENST00000441644	Q9BYV9	1
ENST00000515414	Q71RC2	1
ENST00000654468	O14503	1
ENST00000509455	Q12824	1
ENST00000515871	O95936	1
ENST00000513681	Q13485	1
ENST00000577061	Q14549	0
ENST00000628573	O94898	0
ENST00000624980	P18146	1
ENST00000691897	A0A3B3ISP9	0
ENST00000449282	Q9UIJ5	0
ENST00000426991	P26599	1
ENST00000588842	A6NJW9	0
ENST00000692294	A0A1B0GVF3	0
ENST00000418848	Q15910	1
ENST00000663699	H0YCG1	0
ENST00000525534	Q64LD2-2	0
ENST00000514010	P03372	1
ENST00000509262	Q8NGT2	0
ENST00000419415	Q9Y261	1
ENST00000520023	Q9ULR0-1	0
ENST00000608940	P13497-6	0
ENST00000429228	O95983	1
ENST00000666949	Q9NSK0-4	0
ENST00000511395	Q9UQE7	1
ENST00000416894	P15336	1
ENST00000547177	P35659	1
ENST00000561557	Q16254	1
ENST00000604397	A0A7I2V407	0
ENST00000630914	P52747	1
ENST00000569362	P10275	1
ENST00000371813	P19793	1
ENST00000520800	A8MXV6	0
ENST00000667087	A0A7I2V3E1	0
ENST00000445956	P11473	1
ENST00000437829	A0A087WW48	0
ENST00000635390	P08047	1
ENST00000670609	Q9HC52	1
ENST00000554025	Q14994-13	0
ENST00000503208	C9JMC5	0
ENST00000663022	Q9NZB8-6	0
ENST00000442150	O95365	1
ENST00000500800	P55316	1
ENST00000670520	Q6ZRR7	0
ENST00000693504	Q5SR44	0
ENST00000666651	Q9Y4B4	0
ENST00000606054	Q13363	1
ENST00000566538	Q9H9P5	0
ENST00000412143	Q5VTD9	1
ENST00000425048	P50539	1
ENST00000471357	Q9H334	1
